넘버,이름,사용료 항목,사용료 내역,요금
347,합천추모공원 봉안당 납골당,부부단(1단~8단),사용료:250만원~1050만원/관리비:5만원(1년)이며 5년치(25만원),"2,750,000 원"
348,증평군 추모의 집 납골당,사용료,15년,"200,000 원"
348,증평군 추모의 집 납골당,관리비,15년,"540,000 원"
349,인천가족공원 평온당 납골당,사용료(관내),1구/30년,"950,000 원"
349,인천가족공원 평온당 납골당,관리료(관내),1구/30년,"300,000 원"
350,달마사봉안당 납골당,개인단,영구임대 300만원~950만원,0
351,횡성군공설묘원 추모관 납골당,개인함,최초1회 비용(15년),"150,000 원"
351,횡성군공설묘원 추모관 납골당,가족함,최초1회 비용(15년),"300,000 원"
352,광릉추모공원(봉안시설) 납골당,사용료,제곱미터기준,"883,000 원"
352,광릉추모공원(봉안시설) 납골당,관리비,제곱미터기준(년),"9,030 원"
353,태안군 공설 영묘전 납골당,개인단(관내),"30년사용, 1회 연장 가능","328,000 원"
354,청솔공원 가족봉안당 납골당,가족봉안당,"사용료:84만1천원,관리비(15년):39만6천원,석물비:278만9천원,석물설치및매장비:46만5천원","4,491,000 원"
355,강동구추모의집 납골당,사용료,최초15년,"200,000 원"
356,만불사 납골당,개인단,200만원~450만원/자세한내용은 시설문의,"2,000,000 원"
357,천주교천보묘원(봉안) 납골당,개인단,"분골함:23.1만원,글씨비:23.1만원,관리비:21만원(30년)","600,000 원"
358,중구추모의집 납골당,15년사용,15년사용료+관리비,"800,000 원"
360,장성군추모공원 납골당,안치료(15년간),별도의 관리비 없음,"300,000 원"
361,성산읍공설봉안당 납골당,"1봉안실(관내(20,000.관외 50,000)",안치료,"20,000 원"
362,전주효자공원봉안원 납골당,없음,없음,없음
363,남도광역추모공원(봉안당) 납골당,없음,없음,없음
364,현대공원 추모의집 납골당,없음,없음,없음
365,동화경모공원(봉안) 납골당,없음,없음,없음
366,실로암추모관 납골당,없음,없음,없음
367,인천가족공원 봉안담 납골당,없음,없음,없음
368,백양사 영각당 납골당,없음,없음,없음
369,보광사 납골당,없음,없음,없음
370,남도추모공원 납골당,없음,없음,없음
371,화성함백산추모공원(봉안) 납골당,관내-개인단(1구),관내 : 사망일 기준 6개월 이상 연속하여 6개시(화성시ㆍ부천시ㆍ안산시ㆍ안양시ㆍ시흥시ㆍ광명시)에 주민등록이 되어 있는 사망자,"500,000 원"
371,화성함백산추모공원(봉안) 납골당,관외-개인단(1구),관외 : 사망일 기준 6개월 이상 연속하여 6개시(화성시ㆍ부천시ㆍ안산시ㆍ안양시ㆍ시흥시ㆍ광명시)에 주민등록이 되어 있는 사람의 사망한 배우자,"1,000,000 원"
371,화성함백산추모공원(봉안) 납골당,"관내-개인단(태아, 1구)",관내 : 사산일 기준 모(母) 또는 부(父)가 6개월 이상 연속하여 6개 시에 주민등록이 되어 있는 죽은 태아,"500,000 원"
371,화성함백산추모공원(봉안) 납골당,"관내-개인단(외국인, 1구)",관내 : 「출입국관리법」제31조에 따른 외국인으로 사망일 기준 6개월 이상 연속하여 6개 시에 체류지 등록이 되어 있는 사망자,"500,000 원"
371,화성함백산추모공원(봉안) 납골당,관내-무연고단(1구),관내 : 사망자의 최초 발견 장소가 6개 시 지역인 무연고 사망자,0
371,화성함백산추모공원(봉안) 납골당,관내-부부단(1구),관내 : 사망일 기준 6개월 이상 연속하여 6개시(화성시ㆍ부천시ㆍ안산시ㆍ안양시ㆍ시흥시ㆍ광명시)에 주민등록이 되어 있는 사망자,"750,000 원"
371,화성함백산추모공원(봉안) 납골당,관외-부부단(1구),관외 : 배우자 중 1명의 골분이 부부단에 봉안되어 있는 상태로 관내 자격이 없는 나머지 배우자가 사망하여 부부단에 함께 봉안하고자 하는 경우,"1,500,000 원"
372,안성시 추모공원(봉안담) 납골당,없음,없음,없음
373,팔공산도림사추모공원 납골당,B1층,1단,"1,500,000 원"
373,팔공산도림사추모공원 납골당,B1층,2단,"2,000,000 원"
373,팔공산도림사추모공원 납골당,B1층,3단,"2,500,000 원"
373,팔공산도림사추모공원 납골당,B1층,4단,"3,500,000 원"
373,팔공산도림사추모공원 납골당,B1층,5단,"3,500,000 원"
373,팔공산도림사추모공원 납골당,B1층,6단,"2,500,000 원"
373,팔공산도림사추모공원 납골당,B1층,7단,"2,000,000 원"
373,팔공산도림사추모공원 납골당,B1층,8단,"1,500,000 원"
373,팔공산도림사추모공원 납골당,1층,1단,"2,000,000 원"
373,팔공산도림사추모공원 납골당,1층,2단,"3,000,000 원"
373,팔공산도림사추모공원 납골당,1층,3단,"4,000,000 원"
373,팔공산도림사추모공원 납골당,1층,4단,"5,000,000 원"
373,팔공산도림사추모공원 납골당,1층,5단,"5,000,000 원"
373,팔공산도림사추모공원 납골당,1층,6단,"4,000,000 원"
373,팔공산도림사추모공원 납골당,1층,7단,"3,000,000 원"
373,팔공산도림사추모공원 납골당,1층,8단,"2,000,000 원"
373,팔공산도림사추모공원 납골당,2층,1단,"2,500,000 원"
373,팔공산도림사추모공원 납골당,2층,2단,"3,500,000 원"
373,팔공산도림사추모공원 납골당,2층,3단,"4,500,000 원"
373,팔공산도림사추모공원 납골당,2층,4단,"5,500,000 원"
373,팔공산도림사추모공원 납골당,2층,5단,"5,500,000 원"
373,팔공산도림사추모공원 납골당,2층,6단,"4,500,000 원"
373,팔공산도림사추모공원 납골당,2층,7단,"3,500,000 원"
373,팔공산도림사추모공원 납골당,3층,1단,"3,000,000 원"
373,팔공산도림사추모공원 납골당,3층,2단,"4,000,000 원"
373,팔공산도림사추모공원 납골당,3층,3단,"5,000,000 원"
373,팔공산도림사추모공원 납골당,3층,4단,"6,000,000 원"
373,팔공산도림사추모공원 납골당,3층,5단,"6,000,000 원"
373,팔공산도림사추모공원 납골당,3층,6단,"5,000,000 원"
373,팔공산도림사추모공원 납골당,3층,7단,"4,000,000 원"
373,팔공산도림사추모공원 납골당,특별실,1단,"5,500,000 원"
373,팔공산도림사추모공원 납골당,특별실,2단,"7,000,000 원"
373,팔공산도림사추모공원 납골당,특별실,3단,"8,500,000 원"
373,팔공산도림사추모공원 납골당,특별실,4단,"11,000,000 원"
373,팔공산도림사추모공원 납골당,특별실,5단,"11,000,000 원"
373,팔공산도림사추모공원 납골당,특별실,6단,"8,500,000 원"
373,팔공산도림사추모공원 납골당,특별실,7단,"7,000,000 원"
373,팔공산도림사추모공원 납골당,B1층,1단,"2,900,000 원"
373,팔공산도림사추모공원 납골당,B1층,2단,"3,800,000 원"
373,팔공산도림사추모공원 납골당,B1층,3단,"4,800,000 원"
373,팔공산도림사추모공원 납골당,B1층,4단,"6,700,000 원"
373,팔공산도림사추모공원 납골당,B1층,5단,"6,700,000 원"
373,팔공산도림사추모공원 납골당,B1층,6단,"4,800,000 원"
373,팔공산도림사추모공원 납골당,B1층,7단,"3,800,000 원"
373,팔공산도림사추모공원 납골당,B1층,8단,"2,900,000 원"
373,팔공산도림사추모공원 납골당,1층,1단,"3,800,000 원"
373,팔공산도림사추모공원 납골당,1층,2단,"5,700,000 원"
373,팔공산도림사추모공원 납골당,1층,3단,"7,600,000 원"
373,팔공산도림사추모공원 납골당,1층,4단,"9,500,000 원"
373,팔공산도림사추모공원 납골당,1층,5단,"9,500,000 원"
373,팔공산도림사추모공원 납골당,1층,6단,"7,600,000 원"
373,팔공산도림사추모공원 납골당,1층,7단,"5,700,000 원"
373,팔공산도림사추모공원 납골당,1층,8단,"3,800,000 원"
373,팔공산도림사추모공원 납골당,2층,1단,"4,800,000 원"
373,팔공산도림사추모공원 납골당,2층,2단,"6,700,000 원"
373,팔공산도림사추모공원 납골당,2층,3단,"8,600,000 원"
373,팔공산도림사추모공원 납골당,2층,4단,"1,050,000 원"
373,팔공산도림사추모공원 납골당,2층,5단,"1,050,000 원"
373,팔공산도림사추모공원 납골당,2층,6단,"8,600,000 원"
373,팔공산도림사추모공원 납골당,2층,7단,"6,700,000 원"
373,팔공산도림사추모공원 납골당,3층,1단,"5,700,000 원"
373,팔공산도림사추모공원 납골당,3층,2단,"7,600,000 원"
373,팔공산도림사추모공원 납골당,3층,3단,"9,500,000 원"
373,팔공산도림사추모공원 납골당,3층,4단,"11,500,000 원"
373,팔공산도림사추모공원 납골당,3층,5단,"11,500,000 원"
373,팔공산도림사추모공원 납골당,3층,6단,"9,500,000 원"
373,팔공산도림사추모공원 납골당,3층,7단,"7,600,000 원"
373,팔공산도림사추모공원 납골당,특별실,1단,"11,000,000 원"
373,팔공산도림사추모공원 납골당,특별실,2단,"13,000,000 원"
373,팔공산도림사추모공원 납골당,특별실,3단,"17,000,000 원"
373,팔공산도림사추모공원 납골당,특별실,4단,"22,000,000 원"
373,팔공산도림사추모공원 납골당,특별실,5단,"22,000,000 원"
373,팔공산도림사추모공원 납골당,특별실,6단,"17,000,000 원"
373,팔공산도림사추모공원 납골당,특별실,7단,"13,000,000 원"
374,마라나타하늘정원 납골당,안치단(1단)-개인단(일시납입기준),"가로 28Cm, 세로 26Cm","1,500,000 원"
374,마라나타하늘정원 납골당,안치단(2단)-개인단(일시납입기준),"가로 28Cm, 세로 26Cm","2,500,000 원"
374,마라나타하늘정원 납골당,안치단(3단)-개인단(일시납입기준),"가로 28Cm, 세로 26Cm","3,500,000 원"
374,마라나타하늘정원 납골당,안치단(4단)-개인단(일시납입기준),"가로 28Cm, 세로 26Cm","5,000,000 원"
374,마라나타하늘정원 납골당,안치단(5단)-개인단(일시납입기준),"가로 28Cm, 세로 26Cm","5,000,000 원"
374,마라나타하늘정원 납골당,안치단(6단)-개인단(일시납입기준),"가로 28Cm, 세로 26Cm","5,000,000 원"
374,마라나타하늘정원 납골당,안치단(7단)-개인단(일시납입기준),"가로 28Cm, 세로 26Cm","3,500,000 원"
374,마라나타하늘정원 납골당,안치단(8단)-개인단(일시납입기준),"가로 28Cm, 세로 26Cm","1,500,000 원"
374,마라나타하늘정원 납골당,안치단(1단)-부부단(일시납입기준),"가로 53Cm, 세로 26Cm","3,000,000 원"
374,마라나타하늘정원 납골당,안치단(2단)-부부단(일시납입기준),"가로 53Cm, 세로 26Cm","5,000,000 원"
374,마라나타하늘정원 납골당,안치단(3단)-부부단(일시납입기준),"가로 53Cm, 세로 26Cm","7,000,000 원"
374,마라나타하늘정원 납골당,안치단(4단)-부부단(일시납입기준),"가로 53Cm, 세로 26Cm","10,000,000 원"
374,마라나타하늘정원 납골당,안치단(5단)-부부단(일시납입기준),"가로 53Cm, 세로 26Cm","10,000,000 원"
374,마라나타하늘정원 납골당,안치단(6단)-부부단(일시납입기준),"가로 53Cm, 세로 26Cm","10,000,000 원"
374,마라나타하늘정원 납골당,안치단(7단)-부부단(일시납입기준),"가로 53Cm, 세로 26Cm","7,000,000 원"
374,마라나타하늘정원 납골당,안치단(8단)-부부단(일시납입기준),"가로 53Cm, 세로 26Cm","3,000,000 원"
374,마라나타하늘정원 납골당,"안치단(1단)-개인단(분할납입기준,12개월)","가로 28Cm, 세로 26Cm","1,750,000 원"
374,마라나타하늘정원 납골당,"안치단(2단)-개인단(분할납입기준,12개월)","가로 28Cm, 세로 26Cm","2,750,000 원"
374,마라나타하늘정원 납골당,"안치단(3단)-개인단(분할납입기준,12개월)","가로 28Cm, 세로 26Cm","3,750,000 원"
374,마라나타하늘정원 납골당,"안치단(4단)-개인단(분할납입기준,12개월)","가로 28Cm, 세로 26Cm","5,500,000 원"
374,마라나타하늘정원 납골당,"안치단(5단)-개인단(분할납입기준,12개월)","가로 28Cm, 세로 26Cm","5,500,000 원"
374,마라나타하늘정원 납골당,"안치단(6단)-개인단(분할납입기준,12개월)","가로 28Cm, 세로 26Cm","5,500,000 원"
374,마라나타하늘정원 납골당,"안치단(7단)-개인단(분할납입기준,12개월)","가로 28Cm, 세로 26Cm","3,750,000 원"
374,마라나타하늘정원 납골당,"안치단(8단)-개인단(분할납입기준,12개월)","가로 28Cm, 세로 26Cm","1,750,000 원"
374,마라나타하늘정원 납골당,"안치단(1단)-부부단(분할납입기준,12개월)","가로 53Cm, 세로 26Cm","3,500,000 원"
374,마라나타하늘정원 납골당,"안치단(2단)-부부단(분할납입기준,12개월)","가로 53Cm, 세로 26Cm","5,500,000 원"
374,마라나타하늘정원 납골당,"안치단(3단)-부부단(분할납입기준,12개월)","가로 53Cm, 세로 26Cm","7,500,000 원"
374,마라나타하늘정원 납골당,"안치단(4단)-부부단(분할납입기준,12개월)","가로 53Cm, 세로 26Cm","11,000,000 원"
374,마라나타하늘정원 납골당,"안치단(5단)-부부단(분할납입기준,12개월)","가로 53Cm, 세로 26Cm","11,000,000 원"
374,마라나타하늘정원 납골당,"안치단(6단)-부부단(분할납입기준,12개월)","가로 53Cm, 세로 26Cm","11,000,000 원"
374,마라나타하늘정원 납골당,"안치단(7단)-부부단(분할납입기준,12개월)","가로 53Cm, 세로 26Cm","7,500,000 원"
374,마라나타하늘정원 납골당,"안치단(8단)-부부단(분할납입기준,12개월)","가로 53Cm, 세로 26Cm","3,500,000 원"
374,마라나타하늘정원 납골당,"안치단(1단)-개인단(분할납입기준,36개월)","가로 28Cm, 세로 26Cm","2,000,000 원"
374,마라나타하늘정원 납골당,"안치단(2단)-개인단(분할납입기준,36개월)","가로 28Cm, 세로 26Cm","3,000,000 원"
