시설종류,순번,장사시설명,품목분류,품목,규격,금액
묘지,276,도림공설묘지,관리비,비조성묘지 관리비,비조성묘지 4.95㎡당,17800
묘지,277,도장리공설묘지,사용료,공설묘지 사용료,*강화군민만 이용가능/사용료:15000원 관리비:15000원,30000
묘지,278,동강면공설묘지,사용료,공설묘지 사용료,이용자격:나주시민 사용기간:15년 사용료:3.3m2당 1만원,10000
묘지,279,동검리공설묘지,사용료,공설묘지 사용료,*강화군민만 이용가능/사용료:15000원 관리비:15000원,30000
묘지,280,동명가족묘지,사용료,공설묘지 사용료,"1㎡당, 30년(1회 15년 연장가능)",20000
묘지,281,동명가족묘지,관리비,공설묘지 관리비,"1기당, 30년(1회 15년 연장가능)",160000
묘지,282,동명가족묘지,사용료,합장묘,"1기당, 30년",990000
묘지,283,동명공동묘지,사용료,공설묘지 사용료,"1㎡당, 30년(1회 15년 연장가능)",20000
묘지,284,동명공동묘지,관리비,공설묘지 관리비,"1기당, 30년(1회 15년 연장가능)",160000
묘지,285,동명공동묘지,사용료,합장묘,"1기당, 30년",990000
묘지,286,동부공설묘지,사용료,공설묘지 사용료(봉분),이용자격:제주도민 사용기간:15년 3회연장가능,200000
묘지,287,동부공설묘지,사용료,공설묘지 사용료(평장),이용자격:제주도민 사용기간:15년 3회연장가능,100000
묘지,288,(재)동산공원묘원,사용료,묘지사용료,3.3 ㎡당,900000
묘지,289,(재)동산공원묘원,관리비,묘지관리비,"년, 3.3 ㎡당",15000
묘지,290,동산리공설묘지,사용료,공설묘지 사용료,"이용자격 : 강화군민, 15년",15000
묘지,291,동산리공설묘지,관리비,공설묘지 관리비,"이용자격 : 강화군민, 15년",15000
묘지,292,(재)평화공원,사용료,3.3m 사용료,,750000
묘지,293,(재)평화공원,관리비,3.3m관리비,1년,20000
묘지,294,동해시하늘정원묘지,사용료,공설묘원 사용료(단장),이용자격:동해시민 사용기간:15년,660000
묘지,295,동해시하늘정원묘지,관리비,공설묘원 관리비(단장),이용자격:동해시민 사용기간:15년,240000
묘지,296,동해시하늘정원묘지,기타,"공설묘원 매장비(단장,하절기)",이용자격:동해시민 사용기간:15년,360000
묘지,297,동해시하늘정원묘지,기타,"공설묘원 매장비(단장,동절기)",이용자격:동해시민 사용기간:15년,400000
묘지,298,동해시하늘정원묘지,기타,공설묘원 석물비(단장),이용자격:동해시민 사용기간:15년,938000
묘지,299,동해시하늘정원묘지,사용료,공설묘원 사용료(합장),이용자격:동해시민 사용기간:15년,960000
묘지,300,동해시하늘정원묘지,관리비,공설묘원 관리비(합장),이용자격:동해시민 사용기간:15년,360000
묘지,301,동해시하늘정원묘지,기타,"공설묘원 매장비(합장,하절기)",이용자격:동해시민 사용기간:15년,360000
묘지,302,동해시하늘정원묘지,기타,"공설묘원 매장비(합장,동절기)",이용자격:동해시민 사용기간:15년,400000
묘지,303,동해시하늘정원묘지,기타,공설묘원 석물비(합장),이용자격:동해시민 사용기간:15년,1060000
묘지,304,동화경모공원(묘지),사용료,묘지사용료,평당,1333333
묘지,305,동화경모공원(묘지),관리비,묘지관리비,평당/년간,124670
묘지,306,동화경모공원(묘지),기타,매장료,매장/건당,1100000
묘지,307,동화경모공원(묘지),기타,매장료 휴일추가비,매장/건당,180000
묘지,308,동화경모공원(묘지),기타,매장료 동시합장시,매장/동시합장시,200000
묘지,309,두운리공동묘지,사용료,공설묘지 사용료,*강화군민만 이용가능/사용료:15000원 관리비:15000원,30000
묘지,310,창원공원묘원(묘지),사용료,사용료, 1평기준,1500000
묘지,311,창원공원묘원(묘지),관리비,관리비, 1평/1년기준,18000
묘지,312,말도공설묘지,사용료,공설묘지 사용료,*강화군민만 이용가능 / 사용료:15000원 관리비:15000원,30000
묘지,313,망월리공설묘지,사용료,공설묘지 사용료,*강화군민만 이용가능/사용료:15000원 관리비:15000원,30000
묘지,314,망월묘지공원,사용료,묘원 사용료(16.7.1. 부터 변경),"사용료+수수료 포함,30년 사용",3081000
묘지,315,망월묘지공원,관리비,묘원 관리비(16.7.1. 부터 변경),"1기당, 30년",300000
묘지,316,매음리공설묘지,사용료,공설묘지 사용료,*강화군민만 이용가능/사용료:15000원 관리비:15000원,30000
묘지,317,모도리공설묘지,사용료,공설묘지 사용료(단장),이용자격:옹진군민 사용기간:15년,60000
묘지,318,모도리공설묘지,관리비,공설묘지 관리비(단장),이용자격:옹진군민 사용기간:15년,30000
묘지,319,모도리공설묘지,사용료,공설묘지 사용료(합장),이용자격:옹진군민 사용기간:15년,90000
묘지,320,모도리공설묘지,관리비,공설묘지 관리비(합장),이용자격:옹진군민 사용기간:15년,45000
묘지,321,모란공원(묘지),사용료,묘 지,㎡당 연간사용료,430500
묘지,322,모란공원(묘지),관리비,묘 지,㎡당 연간관리비,3636
묘지,323,목련공원묘원,사용료,묘지 사용료,3.3㎡당,1200000
묘지,324,목련공원묘원,관리비,묘지 관리비,3.3㎡당,19000
묘지,325,목련공원묘원,사용료,단장 (3평),"* 석물, 석물설치비, 묘지사용료, 5년관리비, 최초안치비가 포함된 금액입니다.",9900000
묘지,326,목련공원묘원,사용료,합장 (5평),"* 석물, 석물설치비, 묘지사용료, 5년관리비, 최초안치비가 포함된 금액입니다.",17800000
묘지,327,목련공원묘원,사용료,쌍묘 (6평),"* 석물, 석물설치비, 묘지사용료, 5년관리비, 최초안치비가 포함된 금액입니다.",18500000
묘지,328,목련공원묘원,사용료,개인형 봉안묘 (0.5평),"* 석물, 석물설치비, 묘지사용료, 5년관리비, 최초안치비가 포함된 금액입니다.",5500000
묘지,329,목련공원묘원,사용료,부부형 봉안묘 (1평),"* 석물, 석물설치비, 묘지사용료, 5년관리비, 최초안치비가 포함된 금액입니다.",8200000
묘지,330,목련공원묘원,사용료,가족 4위형 (1.5평),"* 석물, 석물설치비, 묘지사용료, 5년관리비, 최초안치비가 포함된 금액입니다.",11600000
묘지,331,목련공원묘원,사용료,가족 6위형 (2평),"* 석물, 석물설치비, 묘지사용료, 5년관리비, 최초안치비가 포함된 금액입니다.",14100000
묘지,332,목련공원묘원,사용료,가족 12위형 (3평),"* 석물, 석물설치비, 묘지사용료, 5년관리비, 최초안치비가 포함된 금액입니다.",17800000
묘지,333,목련공원묘원,사용료,가족 16위형 (4평),"* 석물, 석물설치비, 묘지사용료, 5년관리비, 최초안치비가 포함된 금액입니다.",20300000
묘지,334,목련공원묘원,사용료,가족 24위형 (5평),"* 석물, 석물설치비, 묘지사용료, 5년관리비, 최초안치비가 포함된 금액입니다.",25600000
묘지,335,목련공원묘원,사용료,문중 30위형 (10평),"* 석물, 석물설치비, 묘지사용료, 5년관리비, 최초안치비가 포함된 금액입니다.",46100000
묘지,336,목련공원묘원,사용료,문중 40위형 (15평),"* 석물, 석물설치비, 묘지사용료, 5년관리비, 최초안치비가 포함된 금액입니다.",61600000
묘지,337,목련공원묘원,사용료,개인형 봉안담 (3단~6단),"* 관리비용: 개인단 5년 130,000원 ",3700000
묘지,338,목련공원묘원,사용료,부부형 봉안담 (3단~5단),"* 관리비용: 부부단 5년 220,000원",5600000
묘지,339,목련공원묘원,사용료,복합형 단장 (5평),"* 석물, 석물설치비, 묘지사용료, 5년관리비, 최초안치비가 포함된 금액입니다.",16600000
묘지,340,목련공원묘원,사용료,복합형 쌍묘 (10평),"* 석물, 석물설치비, 묘지사용료, 5년관리비, 최초안치비가 포함된 금액입니다.",28100000
묘지,341,목련공원묘원,사용료,부부 2위 '마음' (1.5평),"* 석물, 석물설치비, 묘지사용료, 5년관리비, 최초안치비가 포함된 금액입니다.",9700000
묘지,342,목련공원묘원,사용료,가족 8위 '투영' (5평),"* 석물, 석물설치비, 묘지사용료, 5년관리비, 최초안치비가 포함된 금액입니다.",25600000
묘지,343,목련공원묘원,사용료,신규모델 모노 2위 '황등석' (1.5평),"* 석물, 석물설치비, 묘지사용료, 5년관리비, 최초안치비가 포함된 금액입니다.",10700000
묘지,344,목련공원묘원,사용료,신규모델 모노 2위 '오석' (1.5평),"* 석물, 석물설치비, 묘지사용료, 5년관리비, 최초안치비가 포함된 금액입니다.",11700000
묘지,345,무궁화공원묘원,사용료,토지대,3.3제곱미터,680000
묘지,346,무궁화공원묘원,관리비,관리비(년),3.3제곱미터,15000
묘지,347,무장고라공설묘지,사용료,묘지 사용료,1기당 기준면적 (10㎡) / 15년,90000
묘지,348,무장고라공설묘지,관리비,묘지 관리비,1기당 기준면적 (10㎡) / 15년,30000
묘지,349,문평면공설묘지,사용료,공설묘지 사용료,이용자격:나주시민 사용기간:15년 사용료:3.3m2당 1만원,10000
묘지,350,문형리공설묘지,사용료,묘지사용료,1기당 기준면적 (6.6㎡),60000
묘지,351,문형리공설묘지,관리비,묘지관리비,1기당 기준면적 (6.6㎡),63000
묘지,352,물미묘원,사용료,단장,사용료,640000
묘지,353,물미묘원,사용료,단장,사용료-국민기초수급자,320000
묘지,354,물미묘원,관리비,단장,관리비,300000
묘지,355,물미묘원,사용료,합장,사용료,960000
묘지,356,물미묘원,사용료,합장,사용료-국민기초수급자,480000
묘지,357,물미묘원,관리비,합장,관리비,450000
묘지,358,미법리공설묘지,사용료,공설묘지 사용료,"이용자격 : 강화군민, 15년",15000
묘지,359,미법리공설묘지,관리비,공설묘지 관리비,"이용자격 : 강화군민, 15년",15000
묘지,360,반남면공설묘지,사용료,공설묘지 사용료,이용자격:나주시민 사용기간:15년 사용료:3.3m2당 1만원,10000
묘지,361,백란공원묘원,사용료,묘지사용료,3.3 평방미터,1600000
묘지,362,백란공원묘원,관리비,년간관리비,3.3 평방미터,22000
묘지,363,백운공원묘원(제1묘지),사용료,묘지사용료,1평기준,480000
묘지,364,백운공원묘원(제1묘지),관리비,묘지관리비,1평기준(1년),11000
묘지,365,백운공원묘원(제2묘지),사용료,묘지사용료,1평 기준,480000
묘지,366,백운공원묘원(제2묘지),관리비,묘지관리비,1평 기준 (1년),11000
묘지,367,보령시모란공원,사용료,단장A(관내 거주자),A형(18m2)/사용료+관리비=계약시,5400000
묘지,368,보령시모란공원,기타,단장A(관내 거주자),A형(18m2)/석물+매장비=안장시,2216000
묘지,369,보령시모란공원,사용료,단장A(3개월이상1년미만거주등록기준지인자),A형(18m2)/사용료+관리비=계약시,9900000
묘지,370,보령시모란공원,기타,단장A(3개월이상1년미만거주등록기준지인자),A형(18m2)/석물+매장비=안장시,2216000
묘지,371,보령시모란공원,관리비,"단장A(3개월미만거주,관외자(기사용 신청자))",A형(18m2)/연장시 관리비,3600000
묘지,372,보령시모란공원,사용료,단장B(관내 거주자),B형(25m2)/사용료+관리비=계약시,7500000
묘지,373,보령시모란공원,기타,단장B(관내 거주자),B형(25m2)/석물+매장비=안장시,2486000
묘지,374,보령시모란공원,사용료,단장B(3개월이상1년미만거주등록기준지인자),B형(25m2)/사용료+관리비=계약시,13750000
묘지,375,보령시모란공원,기타,단장B(3개월이상1년미만거주등록기준지인자),B형(25m2)/석물+매장비=안장시,2486000
묘지,376,보령시모란공원,관리비,"단장B(3개월미만거주,관외자(기사용 신청자))",B형(25m2)/연장시 관리비,5000000
묘지,377,보령시모란공원,사용료,합장A(관내 거주자),합A형(30m2)/사용료+관리비=계약시,9000000
묘지,378,보령시모란공원,기타,합장A(관내 거주자),합A형(30m2)/석물+매장비=안장시,2810000
묘지,379,보령시모란공원,사용료,합장A(3개월이상1년미만거주등록기준지인자),합A형(30m2)/사용료+관리비=계약시,16500000
묘지,380,보령시모란공원,기타,합장A(3개월이상1년미만거주등록기준지인자),합A형(30m2)/석물+매장비=안장시,2810000
묘지,381,보령시모란공원,관리비,"합장A(3개월미만거주,관외자(기사용 신청자))",합A형(30m2)/연장시 관리비,6000000
묘지,382,보령시모란공원,사용료,합장B(관내 거주자),합B형(36m2)/사용료+관리비=계약시,10800000
묘지,383,보령시모란공원,기타,합장B(관내 거주자),합B형(36m2)/석물+매장비=안장시,2810000
묘지,384,보령시모란공원,사용료,합장B(3개월이상1년미만거주등록기준지인자),합B형(36m2)/사용료+관리비=계약시,19800000
묘지,385,보령시모란공원,기타,합장B(3개월이상1년미만거주등록기준지인자),합B형(36m2)/석물+매장비=안장시,2810000
묘지,386,보령시모란공원,관리비,"합장B(3개월미만거주,관외자(기사용 신청자))",합B형(36m2)/연장시 관리비,7200000
묘지,387,보령시모란공원,사용료,합장C(관내 거주자),합C형(42m2)/사용료+관리비=계약시,12600000
묘지,388,보령시모란공원,기타,합장C(관내 거주자),합C형(42m2)/석물+매장비=안장시,2810000
묘지,389,보령시모란공원,사용료,합장C(3개월이상1년미만거주등록기준지인자),합C형(42m2)/사용료+관리비=계약시,23100000
묘지,390,보령시모란공원,기타,합장C(3개월이상1년미만거주등록기준지인자),합C형(42m2)/석물+매장비=안장시,2810000
묘지,391,보령시모란공원,관리비,"합장C(3개월미만거주,관외자(기사용 신청자))",합C형(42m2)/연장시 관리비,8400000
묘지,392,볼음공설묘지,사용료,공설묘지 사용료,*강화군민만 이용가능/사용료:15000원 관리비:15000원,30000
묘지,393,봉소리공설묘지,사용료,공설묘지 사용료,*강화군민만 이용가능/사용료:15000원 관리비:15000원,30000
묘지,394,봉황면공설묘지,사용료,공설묘지 사용료,이용자격:나주시민 사용기간:15년 사용료:3.3m2당 1만원,10000
묘지,395,부근리공설묘지,사용료,공설묘지 사용료,*강화군민만 이용가능/사용료:15000원 관리비:15000원,30000
묘지,396,부안수동공설묘지,사용료,묘지 사용료,1기당 기준면적 (10㎡) / 15년,90000
